Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
11304,Chhatrapati Return,4,BAD,BAD,16:00,,400,APCN,APSWC M/S.CHALLA SRINIVASAREDDY&OTHERS SDG TO SERVE BY NKD,BAD,BAD
11305,Solapur,1,WB,MUMBAI,,08:00,0,WB,MUMBAI,CST,CST
11305,Solapur,2,ABX,AMBARI,10:00,10:10,100,WB,MUMBAI,CST,CST
11305,Solapur,3,SZN,SHAHBAZ NAGAR,13:00,13:10,250,WB,MUMBAI,CST,CST
11305,Solapur,4,CST,CST,16:00,,400,WB,MUMBAI,CST,CST
11306,Solapur Return,1,CST,CST,,08:00,0,CST,CST,WB,MUMBAI
11306,Solapur Return,2,SXO,SRIKONA,10:00,10:10,100,CST,CST,WB,MUMBAI
11306,Solapur Return,3,GTU,GHATNANDUR,13:00,13:10,250,CST,CST,WB,MUMBAI
11306,Solapur Return,4,WB,MUMBAI,16:00,,400,CST,CST,WB,MUMBAI
11401,Nandigram,1,WB,MUMBAI,,08:00,0,WB,MUMBAI,NGPB,NAGPUR
11401,Nandigram,2,MUDL,MADHUJORE A COLLIERY SDG.,10:00,10:10,100,WB,MUMBAI,NGPB,NAGPUR
11401,Nandigram,3,UGU,UGU,13:00,13:10,250,WB,MUMBAI,NGPB,NAGPUR
11401,Nandigram,4,NGPB,NAGPUR,16:00,,400,WB,MUMBAI,NGPB,NAGPUR
11402,Nandigram Return,1,NGPB,NAGPUR,,08:00,0,NGPB,NAGPUR,WB,MUMBAI
11402,Nandigram Return,2,DEU,DEVSANA,10:00,10:10,100,NGPB,NAGPUR,WB,MUMBAI
11402,Nandigram Return,3,MYD,MANDERDISA,13:00,13:10,250,NGPB,NAGPUR,WB,MUMBAI
11402,Nandigram Return,4,WB,MUMBAI,16:00,,400,NGPB,NAGPUR,WB,MUMBAI
11403,Chhatrapati,1,NGPB,NAGPUR,,08:00,0,NGPB,NAGPUR,APCN,APSWC M/S.CHALLA SRINIVASAREDDY&OTHERS SDG TO SERVE BY NKD
11403,Chhatrapati,2,BRPL,BARPALI,10:00,10:10,100,NGPB,NAGPUR,APCN,APSWC M/S.CHALLA SRINIVASAREDDY&OTHERS SDG TO SERVE BY NKD
11403,Chhatrapati,3,RIKA,RATIKHEDA,13:00,13:10,250,NGPB,NAGPUR,APCN,APSWC M/S.CHALLA SRINIVASAREDDY&OTHERS SDG TO SERVE BY NKD
11403,Chhatrapati,4,APCN,APSWC M/S.CHALLA SRINIVASAREDDY&OTHERS SDG TO SERVE BY NKD,16:00,,400,NGPB,NAGPUR,APCN,APSWC M/S.CHALLA SRINIVASAREDDY&OTHERS SDG TO SERVE BY NKD
11404,Chhatrapati Return,1,APCN,APSWC M/S.CHALLA SRINIVASAREDDY&OTHERS SDG TO SERVE BY NKD,,08:00,0,APCN,APSWC M/S.CHALLA SRINIVASAREDDY&OTHERS SDG TO SERVE BY NKD,NGPB,NAGPUR
11404,Chhatrapati Return,2,IMFS,"METAL & STEEL FY SDG, ICHHAPUR",10:00,10:10,100,APCN,APSWC M/S.CHALLA SRINIVASAREDDY&OTHERS SDG TO SERVE BY NKD,NGPB,NAGPUR
11404,Chhatrapati Return,3,RRJ,RAMARAJUPALLI,13:00,13:10,250,APCN,APSWC M/S.CHALLA SRINIVASAREDDY&OTHERS SDG TO SERVE BY NKD,NGPB,NAGPUR
11404,Chhatrapati Return,4,NGPB,NAGPUR,16:00,,400,APCN,APSWC M/S.CHALLA SRINIVASAREDDY&OTHERS SDG TO SERVE BY NKD,NGPB,NAGPUR
11423,Intercity,1,SURM,SOLAPUR,,08:00,0,SURM,SOLAPUR,FIH,FCI SIDING HUBLI
11423,Intercity,2,MYD,MANDERDISA,10:00,10:10,100,SURM,SOLAPUR,FIH,FCI SIDING HUBLI
11423,Intercity,3,PUQ,PURANIGUDAM,13:00,13:10,250,SURM,SOLAPUR,FIH,FCI SIDING HUBLI
11423,Intercity,4,FIH,FCI SIDING HUBLI,16:00,,400,SURM,SOLAPUR,FIH,FCI SIDING HUBLI
11424,Intercity Return,1,FIH,FCI SIDING HUBLI,,08:00,0,FIH,FCI SIDING HUBLI,SURM,SOLAPUR
11424,Intercity Return,2,DPA,DURGAPURA,10:00,10:10,100,FIH,FCI SIDING HUBLI,SURM,SOLAPUR
11424,Intercity Return,3,CNDB,CHANDUR BAZAR,13:00,13:10,250,FIH,FCI SIDING HUBLI,SURM,SOLAPUR
11424,Intercity Return,4,SURM,SOLAPUR,16:00,,400,FIH,FCI SIDING HUBLI,SURM,SOLAPUR
11447,Sakthipunj,1,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",,08:00,0,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",ABKD,"BHOWRAH NO. 5, KHANUDIH"
11447,Sakthipunj,2,KMKA,KUSMUNDA,10:00,10:10,100,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",ABKD,"BHOWRAH NO. 5, KHANUDIH"
11447,Sakthipunj,3,UJA,UNJHA,13:00,13:10,250,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",ABKD,"BHOWRAH NO. 5, KHANUDIH"
11447,Sakthipunj,4,ABKD,"BHOWRAH NO. 5, KHANUDIH",16:00,,400,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",ABKD,"BHOWRAH NO. 5, KHANUDIH"
11448,Sakthipunj Return,1,ABKD,"BHOWRAH NO. 5, KHANUDIH",,08:00,0,ABKD,"BHOWRAH NO. 5, KHANUDIH",GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11448,Sakthipunj Return,2,CSCP,CENTRAL SOUNDA COLLIERY SIDING PATRATU,10:00,10:10,100,ABKD,"BHOWRAH NO. 5, KHANUDIH",GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11448,Sakthipunj Return,3,NRF,NERALAKATTE HALT,13:00,13:10,250,ABKD,"BHOWRAH NO. 5, KHANUDIH",GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11448,Sakthipunj Return,4,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",16:00,,400,ABKD,"BHOWRAH NO. 5, KHANUDIH",GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11449,Tawi,1,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",,08:00,0,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",FCSJ,"FOOD CORPORATION OF INDIA, JAMMU TAWI"
11449,Tawi,2,VLDR,VALADAR,10:00,10:10,100,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",FCSJ,"FOOD CORPORATION OF INDIA, JAMMU TAWI"
11449,Tawi,3,NLOD,"NALCO SDG AT DAMANJODI, KORAPUT(KRPT)",13:00,13:10,250,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",FCSJ,"FOOD CORPORATION OF INDIA, JAMMU TAWI"
11449,Tawi,4,FCSJ,"FOOD CORPORATION OF INDIA, JAMMU TAWI",16:00,,400,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",FCSJ,"FOOD CORPORATION OF INDIA, JAMMU TAWI"
11450,Tawi Return,1,FCSJ,"FOOD CORPORATION OF INDIA, JAMMU TAWI",,08:00,0,FCSJ,"FOOD CORPORATION OF INDIA, JAMMU TAWI",GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11450,Tawi Return,2,AAM,ANGADIPPURAM,10:00,10:10,100,FCSJ,"FOOD CORPORATION OF INDIA, JAMMU TAWI",GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11450,Tawi Return,3,PRSK,PARGAON SUDRIK,13:00,13:10,250,FCSJ,"FOOD CORPORATION OF INDIA, JAMMU TAWI",GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11450,Tawi Return,4,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",16:00,,400,FCSJ,"FOOD CORPORATION OF INDIA, JAMMU TAWI",GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11451,Intercity,1,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",,08:00,0,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",REWA,REWA
11451,Intercity,2,JOR,JALOR,10:00,10:10,100,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",REWA,REWA
11451,Intercity,3,MRHT,ASSAM HAT,13:00,13:10,250,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",REWA,REWA
11451,Intercity,4,REWA,REWA,16:00,,400,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",REWA,REWA
11452,Intercity Return,1,REWA,REWA,,08:00,0,REWA,REWA,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11452,Intercity Return,2,AMGA,AMJONGA,10:00,10:10,100,REWA,REWA,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11452,Intercity Return,3,BSN,BANASANDRA,13:00,13:10,250,REWA,REWA,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11452,Intercity Return,4,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",16:00,,400,REWA,REWA,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11453,Prema,1,ADIJ,AHMEDABAD JN.,,08:00,0,ADIJ,AHMEDABAD JN.,NGPB,NAGPUR
11453,Prema,2,KJS,KRISHNA RAJA SAGARA,10:00,10:10,100,ADIJ,AHMEDABAD JN.,NGPB,NAGPUR
11453,Prema,3,JBO,JAMADOBA JN.,13:00,13:10,250,ADIJ,AHMEDABAD JN.,NGPB,NAGPUR
11453,Prema,4,NGPB,NAGPUR,16:00,,400,ADIJ,AHMEDABAD JN.,NGPB,NAGPUR
11454,Prema Return,1,NGPB,NAGPUR,,08:00,0,NGPB,NAGPUR,ADIJ,AHMEDABAD JN.
11454,Prema Return,2,GGLE,GANGATIKURI,10:00,10:10,100,NGPB,NAGPUR,ADIJ,AHMEDABAD JN.
11454,Prema Return,3,BEML,BEML NAGAR,13:00,13:10,250,NGPB,NAGPUR,ADIJ,AHMEDABAD JN.
11454,Prema Return,4,ADIJ,AHMEDABAD JN.,16:00,,400,NGPB,NAGPUR,ADIJ,AHMEDABAD JN.
11463,Jhansi),1,SMNH,SOMNATH,,08:00,0,SMNH,SOMNATH,JABA4,JABALPUR(VIA
11463,Jhansi),2,PED,PIPARDAHI,10:00,10:10,100,SMNH,SOMNATH,JABA4,JABALPUR(VIA
11463,Jhansi),3,BKTH,BAIKUNTH,13:00,13:10,250,SMNH,SOMNATH,JABA4,JABALPUR(VIA
11463,Jhansi),4,JABA4,JABALPUR(VIA,16:00,,400,SMNH,SOMNATH,JABA4,JABALPUR(VIA
11464,Jhansi) Return,1,JABA4,JABALPUR(VIA,,08:00,0,JABA4,JABALPUR(VIA,SMNH,SOMNATH
11464,Jhansi) Return,2,BMKD,BELLAM KONDA,10:00,10:10,100,JABA4,JABALPUR(VIA,SMNH,SOMNATH
11464,Jhansi) Return,3,THO,TULIN,13:00,13:10,250,JABA4,JABALPUR(VIA,SMNH,SOMNATH
11464,Jhansi) Return,4,SMNH,SOMNATH,16:00,,400,JABA4,JABALPUR(VIA,SMNH,SOMNATH
11465,(via Bina),1,SMNH,SOMNATH,,08:00,0,SMNH,SOMNATH,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11465,(via Bina),2,MQE,MOHAMMADKHERA,10:00,10:10,100,SMNH,SOMNATH,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11465,(via Bina),3,BHTH,BHAIROPATTI HALT,13:00,13:10,250,SMNH,SOMNATH,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11465,(via Bina),4,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",16:00,,400,SMNH,SOMNATH,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11466,(via Bina) Return,1,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",,08:00,0,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",SMNH,SOMNATH
11466,(via Bina) Return,2,UDM,UNDASA MADHAWPUR,10:00,10:10,100,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",SMNH,SOMNATH
11466,(via Bina) Return,3,NMJ,NIDAMANGALAM,13:00,13:10,250,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",SMNH,SOMNATH
11466,(via Bina) Return,4,SMNH,SOMNATH,16:00,,400,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",SMNH,SOMNATH
11651,Intercity,1,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",,08:00,0,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",SGRL,SINGRAULI
11651,Intercity,2,UNI,UNAI AND VANSADA ROAD,10:00,10:10,100,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",SGRL,SINGRAULI
11651,Intercity,3,BYD,BYADGI,13:00,13:10,250,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",SGRL,SINGRAULI
11651,Intercity,4,SGRL,SINGRAULI,16:00,,400,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",SGRL,SINGRAULI
11652,Intercity Return,1,SGRL,SINGRAULI,,08:00,0,SGRL,SINGRAULI,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11652,Intercity Return,2,BZS,BANSJORA,10:00,10:10,100,SGRL,SINGRAULI,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11652,Intercity Return,3,SDPR,SARDAR PATEL MARG,13:00,13:10,250,SGRL,SINGRAULI,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11652,Intercity Return,4,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",16:00,,400,SGRL,SINGRAULI,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11701,Intercity,1,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",,08:00,0,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",INDA,INDORE CBA
11701,Intercity,2,MMHR,M/S MY HOME INDUSTRIES LIMITED,10:00,10:10,100,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",INDA,INDORE CBA
11701,Intercity,3,NYY,NEYYATINKARA,13:00,13:10,250,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",INDA,INDORE CBA
11701,Intercity,4,INDA,INDORE CBA,16:00,,400,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",INDA,INDORE CBA
11702,Intercity Return,1,INDA,INDORE CBA,,08:00,0,INDA,INDORE CBA,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11702,Intercity Return,2,CTU,CHHATAPUR ROAD(HALT),10:00,10:10,100,INDA,INDORE CBA,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11702,Intercity Return,3,GUV,GURUVAYUR,13:00,13:10,250,INDA,INDORE CBA,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
11702,Intercity Return,4,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",16:00,,400,INDA,INDORE CBA,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
12003,Delhi Swarna Shatabdi,1,LBH,LUCKNOW,,08:00,0,LBH,LUCKNOW,ABC,NEW EXPLOSIVE FACTORY
12003,Delhi Swarna Shatabdi,2,NKCS,PURE BANSORA COLLIERY SIDING SONACHARA,10:00,10:10,100,LBH,LUCKNOW,ABC,NEW EXPLOSIVE FACTORY
12003,Delhi Swarna Shatabdi,3,PTPU,PRATTIPADU HALT,13:00,13:10,250,LBH,LUCKNOW,ABC,NEW EXPLOSIVE FACTORY
12003,Delhi Swarna Shatabdi,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,LBH,LUCKNOW,ABC,NEW EXPLOSIVE FACTORY
12004,Delhi Swarna Shatabdi Return,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,LBH,LUCKNOW
12004,Delhi Swarna Shatabdi Return,2,LGG,LALGOLA GHAT,10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,LBH,LUCKNOW
12004,Delhi Swarna Shatabdi Return,3,DWLE,DHAUNI,13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,LBH,LUCKNOW
12004,Delhi Swarna Shatabdi Return,4,LBH,LUCKNOW,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,LBH,LUCKNOW
12005,Kalka Shatabdi,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12005,Kalka Shatabdi,2,NRDP,NAGIREDDIPALLI,10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12005,Kalka Shatabdi,3,TUNI,TUNI,13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12005,Kalka Shatabdi,4,ANDI,ADARSH NAGAR DELHI,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12006,Kalka Shatabdi Return,1,ANDI,ADARSH NAGAR DELHI,,08:00,0,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12006,Kalka Shatabdi Return,2,TGN,TALEGAON,10:00,10:10,100,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12006,Kalka Shatabdi Return,3,SNKX,SANKRA,13:00,13:10,250,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12006,Kalka Shatabdi Return,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12007,Shatabdi,1,MAS,CHENNAI CENTRAL,,08:00,0,MAS,CHENNAI CENTRAL,AMSC,"MYSORE CEMENT SDG, AMMASANDRA"
12007,Shatabdi,2,DQS,DHANSAR,10:00,10:10,100,MAS,CHENNAI CENTRAL,AMSC,"MYSORE CEMENT SDG, AMMASANDRA"
12007,Shatabdi,3,SUP,SRUNGAVARAPUKORA,13:00,13:10,250,MAS,CHENNAI CENTRAL,AMSC,"MYSORE CEMENT SDG, AMMASANDRA"
12007,Shatabdi,4,AMSC,"MYSORE CEMENT SDG, AMMASANDRA",16:00,,400,MAS,CHENNAI CENTRAL,AMSC,"MYSORE CEMENT SDG, AMMASANDRA"
12008,Shatabdi Return,1,AMSC,"MYSORE CEMENT SDG, AMMASANDRA",,08:00,0,AMSC,"MYSORE CEMENT SDG, AMMASANDRA",MAS,CHENNAI CENTRAL
12008,Shatabdi Return,2,JGA,JOGIARA,10:00,10:10,100,AMSC,"MYSORE CEMENT SDG, AMMASANDRA",MAS,CHENNAI CENTRAL
12008,Shatabdi Return,3,KSLK,KAKINADA SEA PORT LTD,13:00,13:10,250,AMSC,"MYSORE CEMENT SDG, AMMASANDRA",MAS,CHENNAI CENTRAL
12008,Shatabdi Return,4,MAS,CHENNAI CENTRAL,16:00,,400,AMSC,"MYSORE CEMENT SDG, AMMASANDRA",MAS,CHENNAI CENTRAL
12009,Ahmedabad Shatabdi,1,WB,MUMBAI,,08:00,0,WB,MUMBAI,ARSG,"CENTRAL ORDINANCE DEPOT MILITARY SDG, S/B AGRA CANTT."
12009,Ahmedabad Shatabdi,2,SIC,SONIK,10:00,10:10,100,WB,MUMBAI,ARSG,"CENTRAL ORDINANCE DEPOT MILITARY SDG, S/B AGRA CANTT."
12009,Ahmedabad Shatabdi,3,SANH,SANHA HALT,13:00,13:10,250,WB,MUMBAI,ARSG,"CENTRAL ORDINANCE DEPOT MILITARY SDG, S/B AGRA CANTT."
12009,Ahmedabad Shatabdi,4,ARSG,"CENTRAL ORDINANCE DEPOT MILITARY SDG, S/B AGRA CANTT.",16:00,,400,WB,MUMBAI,ARSG,"CENTRAL ORDINANCE DEPOT MILITARY SDG, S/B AGRA CANTT."
12010,Ahmedabad Shatabdi Return,1,ARSG,"CENTRAL ORDINANCE DEPOT MILITARY SDG, S/B AGRA CANTT.",,08:00,0,ARSG,"CENTRAL ORDINANCE DEPOT MILITARY SDG, S/B AGRA CANTT.",WB,MUMBAI
12010,Ahmedabad Shatabdi Return,2,KMGE,KUMAHU,10:00,10:10,100,ARSG,"CENTRAL ORDINANCE DEPOT MILITARY SDG, S/B AGRA CANTT.",WB,MUMBAI
12010,Ahmedabad Shatabdi Return,3,MABN,MABAN,13:00,13:10,250,ARSG,"CENTRAL ORDINANCE DEPOT MILITARY SDG, S/B AGRA CANTT.",WB,MUMBAI
12010,Ahmedabad Shatabdi Return,4,WB,MUMBAI,16:00,,400,ARSG,"CENTRAL ORDINANCE DEPOT MILITARY SDG, S/B AGRA CANTT.",WB,MUMBAI
12011,Kalka Shatabdi,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12011,Kalka Shatabdi,2,NDKK,NEW DAUD KHAN,10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12011,Kalka Shatabdi,3,MDS,MANDASOR,13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12011,Kalka Shatabdi,4,ANDI,ADARSH NAGAR DELHI,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12012,Kalka Shatabdi Return,1,ANDI,ADARSH NAGAR DELHI,,08:00,0,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12012,Kalka Shatabdi Return,2,BVH,BALLABGARH,10:00,10:10,100,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12012,Kalka Shatabdi Return,3,GM,GARMADI,13:00,13:10,250,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12012,Kalka Shatabdi Return,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12013,Amritsar Shatabdi,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12013,Amritsar Shatabdi,2,FCSK,"FOOD CORPORATION OF INDIA, KOTKAPURA",10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12013,Amritsar Shatabdi,3,BGSW,BAGESHWAR O.A.,13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12013,Amritsar Shatabdi,4,ANDI,ADARSH NAGAR DELHI,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12014,Amritsar Shatabdi Return,1,ANDI,ADARSH NAGAR DELHI,,08:00,0,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12014,Amritsar Shatabdi Return,2,KARD,KAMAN ROAD,10:00,10:10,100,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12014,Amritsar Shatabdi Return,3,AMQF,AMMUGUDA HALT,13:00,13:10,250,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12014,Amritsar Shatabdi Return,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12015,Ajmer Shatabdi,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12015,Ajmer Shatabdi,2,PNYA,PANIYAHAWA,10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12015,Ajmer Shatabdi,3,OPMS,"M/S ORIENT PAPER MILLS SIDING, BRAJRAJNAGAR",13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12015,Ajmer Shatabdi,4,ANDI,ADARSH NAGAR DELHI,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12016,Ajmer Shatabdi Return,1,ANDI,ADARSH NAGAR DELHI,,08:00,0,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12016,Ajmer Shatabdi Return,2,FTD,FATEHABAD CHANDRAWATIGANJ JN.,10:00,10:10,100,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12016,Ajmer Shatabdi Return,3,POAN,PANAJI OUTAGENCY,13:00,13:10,250,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12016,Ajmer Shatabdi Return,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12017,Dehradun Shatabdi,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12017,Dehradun Shatabdi,2,EXYD,BHILAI EXCHANGE YARD,10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12017,Dehradun Shatabdi,3,AEB,AGRA EAST BANK,13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12017,Dehradun Shatabdi,4,ANDI,ADARSH NAGAR DELHI,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12018,Dehradun Shatabdi Return,1,ANDI,ADARSH NAGAR DELHI,,08:00,0,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12018,Dehradun Shatabdi Return,2,BIGA,BIGGA,10:00,10:10,100,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12018,Dehradun Shatabdi Return,3,SSWS,"SASAMUSA SUGAR WORKS LTD. SDG, SASAMUSA",13:00,13:10,250,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12018,Dehradun Shatabdi Return,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12019,Shatabdi,1,ABKD,"BHOWRAH NO. 5, KHANUDIH",,08:00,0,ABKD,"BHOWRAH NO. 5, KHANUDIH",IFBI,"INDIAN FIRE BRICKS & INSULATION LTD SDG, RANCHI ROAD"
12019,Shatabdi,2,RMH,RANG MAHAL,10:00,10:10,100,ABKD,"BHOWRAH NO. 5, KHANUDIH",IFBI,"INDIAN FIRE BRICKS & INSULATION LTD SDG, RANCHI ROAD"
12019,Shatabdi,3,BETI,BHETASI,13:00,13:10,250,ABKD,"BHOWRAH NO. 5, KHANUDIH",IFBI,"INDIAN FIRE BRICKS & INSULATION LTD SDG, RANCHI ROAD"
12019,Shatabdi,4,IFBI,"INDIAN FIRE BRICKS & INSULATION LTD SDG, RANCHI ROAD",16:00,,400,ABKD,"BHOWRAH NO. 5, KHANUDIH",IFBI,"INDIAN FIRE BRICKS & INSULATION LTD SDG, RANCHI ROAD"
12020,Shatabdi Return,1,IFBI,"INDIAN FIRE BRICKS & INSULATION LTD SDG, RANCHI ROAD",,08:00,0,IFBI,"INDIAN FIRE BRICKS & INSULATION LTD SDG, RANCHI ROAD",ABKD,"BHOWRAH NO. 5, KHANUDIH"
12020,Shatabdi Return,2,FRD,FARHEDI,10:00,10:10,100,IFBI,"INDIAN FIRE BRICKS & INSULATION LTD SDG, RANCHI ROAD",ABKD,"BHOWRAH NO. 5, KHANUDIH"
